message,sender,merchant,amount,transaction_type,reference_number,date
Punjab National Bank Bank: Debit of ₹1955.23. Transaction with Paytm. Ref: 247676,Punjab National Bank,Paytm,1955.23,debit,247676,2025-01-06
Yes Bank Bank: Credit of ₹1565.87. Transaction with Flipkart. Ref: 446301,Yes Bank,Flipkart,1565.87,credit,446301,2025-01-13
HDFC Bank: A/C debit ₹575.87 via UPI to PhonePe. Reference 959707,HDFC Bank,PhonePe,575.87,debit,959707,2025-02-01
Punjab National Bank Bank: Debit of ₹2431.74. Transaction with BigBasket. Ref: 809334,Punjab National Bank,BigBasket,2431.74,debit,809334,2025-01-02
UPI Transaction: 4510.31 debit from ICICI Bank to Myntra. Ref 137448,ICICI Bank,Myntra,4510.31,debit,137448,2025-02-02
Family Bank: Credit of ₹6091.48. Transaction with Ola. Ref: 208859,Family,Ola,6091.48,credit,208859,2025-01-18
Punjab National Bank: A/C credit ₹2886.64 via UPI to Uber. Reference 637005,Punjab National Bank,Uber,2886.64,credit,637005,2025-01-08
Yes Bank: credit of ₹6184.62 to Netflix. Ref No 992863 on 2025-01-01,Yes Bank,Netflix,6184.62,credit,992863,2025-01-01
Family Bank: Debit of ₹487.49. Transaction with Swiggy. Ref: 940538,Family,Swiggy,487.49,debit,940538,2025-01-04
Kotak Mahindra Bank: debit of ₹2724.97 to Paytm. Ref No 135901 on 2025-01-08,Kotak Mahindra Bank,Paytm,2724.97,debit,135901,2025-01-08
Friend: debit of ₹38.04 to Amazon. Ref No 883708 on 2025-01-29,Friend,Amazon,38.04,debit,883708,2025-01-29
Friend: debit of ₹2759.35 to Netflix. Ref No 772129 on 2025-01-27,Friend,Netflix,2759.35,debit,772129,2025-01-27
Punjab National Bank Bank: Debit of ₹3291.88. Transaction with Netflix. Ref: 261749,Punjab National Bank,Netflix,3291.88,debit,261749,2025-01-04
Punjab National Bank: A/C credit ₹7514.71 via UPI to Uber. Reference 332469,Punjab National Bank,Uber,7514.71,credit,332469,2025-01-11
SBI Bank: Debit of ₹339.38. Transaction with Myntra. Ref: 815374,SBI,Myntra,339.38,debit,815374,2025-01-08
Personal: A/C credit ₹6062.26 via UPI to Amazon. Reference 171981,Personal,Amazon,6062.26,credit,171981,2025-01-28
Family Bank: Debit of ₹3598.40. Transaction with Netflix. Ref: 188943,Family,Netflix,3598.4,debit,188943,2025-02-02
UPI Transaction: 1169.65 credit from ICICI Bank to Amazon. Ref 936622,ICICI Bank,Amazon,1169.65,credit,936622,2025-01-26
Family Bank: Debit of ₹2029.85. Transaction with Ola. Ref: 606126,Family,Ola,2029.85,debit,606126,2025-01-29
Family: credit of ₹9825.66 to PhonePe. Ref No 429300 on 2025-01-06,Family,PhonePe,9825.66,credit,429300,2025-01-06
Yes Bank: credit of ₹9119.32 to PhonePe. Ref No 651344 on 2025-01-22,Yes Bank,PhonePe,9119.32,credit,651344,2025-01-22
UPI Transaction: 3667.94 debit from Friend to Uber. Ref 713715,Friend,Uber,3667.94,debit,713715,2025-01-13
Friend: credit of ₹2440.96 to Myntra. Ref No 169718 on 2025-01-16,Friend,Myntra,2440.96,credit,169718,2025-01-16
UPI Transaction: 946.09 debit from Punjab National Bank to Zomato. Ref 230828,Punjab National Bank,Zomato,946.09,debit,230828,2025-01-15
Friend: credit of ₹2715.16 to Ola. Ref No 233492 on 2025-01-22,Friend,Ola,2715.16,credit,233492,2025-01-22
Personal: debit of ₹4838.06 to Paytm. Ref No 488646 on 2025-01-26,Personal,Paytm,4838.06,debit,488646,2025-01-26
UPI Transaction: 6623.44 credit from Friend to Ola. Ref 539346,Friend,Ola,6623.44,credit,539346,2025-01-26
SBI Bank: Credit of ₹7255.20. Transaction with Netflix. Ref: 131010,SBI,Netflix,7255.2,credit,131010,2025-02-01
Friend: credit of ₹4738.03 to Amazon. Ref No 138271 on 2025-01-19,Friend,Amazon,4738.03,credit,138271,2025-01-19
SBI: credit of ₹115.29 to Flipkart. Ref No 405750 on 2025-01-15,SBI,Flipkart,115.29,credit,405750,2025-01-15
UPI Transaction: 1961.05 credit from Axis Bank to BookMyShow. Ref 990541,Axis Bank,BookMyShow,1961.05,credit,990541,2025-01-18
Family: debit of ₹4249.40 to Google Play Store. Ref No 372414 on 2025-01-31,Family,Google Play Store,4249.4,debit,372414,2025-01-31
ICICI Bank: credit of ₹2193.20 to BigBasket. Ref No 215049 on 2025-01-07,ICICI Bank,BigBasket,2193.2,credit,215049,2025-01-07
SBI: A/C debit ₹2505.35 via UPI to Flipkart. Reference 642737,SBI,Flipkart,2505.35,debit,642737,2025-01-21
HDFC Bank: debit of ₹1101.88 to Flipkart. Ref No 108090 on 2025-01-24,HDFC Bank,Flipkart,1101.88,debit,108090,2025-01-24
Family Bank: Credit of ₹7035.03. Transaction with PhonePe. Ref: 373873,Family,PhonePe,7035.03,credit,373873,2025-01-17
UPI Transaction: 4221.58 debit from SBI to Netflix. Ref 435359,SBI,Netflix,4221.58,debit,435359,2025-01-11
Friend Bank: Credit of ₹4933.16. Transaction with Amazon. Ref: 797143,Friend,Amazon,4933.16,credit,797143,2025-02-01
HDFC Bank: A/C credit ₹1002.36 via UPi to Paytm. Reference 169808,HDFC Bank,Paytm,1002.36,credit,169808,2025-01-11
SBI: credit of ₹7596.36 to BigBasket. Ref No 131760 on 2025-01-24,SBI,BigBasket,7596.36,credit,131760,2025-01-24
Friend Bank: Credit of ₹5824.92. Transaction with Myntra. Ref: 805926,Friend,Myntra,5824.92,credit,805926,2025-01-19
ICICI Bank Bank: Credit of ₹6860.68. Transaction with Uber. Ref: 362960,ICICI Bank,Uber,6860.68,credit,362960,2025-01-24
Punjab National Bank Bank: Credit of ₹546.48. Transaction with PhonePe. Ref: 245218,Punjab National Bank,PhonePe,546.48,credit,245218,2025-01-15
UPI Transaction: 3627.57 debit from HDFC Bank to BigBasket. Ref 672736,HDFC Bank,BigBasket,3627.57,debit,672736,2025-01-26
Family: A/C credit ₹255.06 via UPI to Google Play Store. Reference 136246,Family,Google Play Store,255.06,credit,136246,2025-01-05
Yes Bank Bank: Debit of ₹4842.85. Transaction with Netflix. Ref: 590411,Yes Bank,Netflix,4842.85,debit,590411,2025-01-28
UPI Transaction: 5672.86 credit from SBI to Paytm. Ref 993644,SBI,Paytm,5672.86,credit,993644,2025-01-05
UPI Transaction: 2680.48 debit from Yes Bank to BigBasket. Ref 967240,Yes Bank,BigBasket,2680.48,debit,967240,2025-01-24
SBI Bank: Credit of ₹8899.23. Transaction with BigBasket. Ref: 439202,SBI,BigBasket,8899.23,credit,439202,2025-01-28
HDFC Bank: credit of ₹664.43 to Google Play Store. Ref No 216279 on 2025-01-11,HDFC Bank,Google Play Store,664.43,credit,216279,2025-01-11
Friend: A/C credit ₹793.43 via UPI to Myntra. Reference 177862,Friend,Myntra,793.43,credit,177862,2025-01-09
ICICI Bank: A/C credit ₹1992.07 via UPI to Amazon. Reference 292437,ICICI Bank,Amazon,1992.07,credit,292437,2025-01-07
UPI Transaction: 1055.99 credit from SBI to Myntra. Ref 922400,SBI,Myntra,1055.99,credit,922400,2025-01-03
Yes Bank: A/C credit ₹6786.45 via UPI to Ola. Reference 771478,Yes Bank,Ola,6786.45,credit,771478,2025-01-15
Family Bank: Debit of ₹4219.87. Transaction with Paytm. Ref: 264175,Family,Paytm,4219.87,debit,264175,2025-01-30
ICICI Bank Bank: Debit of ₹4967.68. Transaction with Myntra. Ref: 912453,ICICI Bank,Myntra,4967.68,debit,912453,2025-01-11
Punjab National Bank: A/C debit ₹2581.15 via UPI to BigBasket. Reference 142851,Punjab National Bank,BigBasket,2581.15,debit,142851,2025-01-27
ICICI Bank: A/C credit ₹6926.58 via UPI to BigBasket. Reference 682881,ICICI Bank,BigBasket,6926.58,credit,682881,2025-02-01
HDFC Bank: A/C debit ₹1767.39 via UPI to BigBasket. Reference 182449,HDFC Bank,BigBasket,1767.39,debit,182449,2025-01-14
Friend: debit of ₹3689.31 to Uber. Ref No 486823 on 2025-01-28,Friend,Uber,3689.31,debit,486823,2025-01-28
Yes Bank: A/C credit ₹717.72 via UPI to Myntra. Reference 426702,Yes Bank,Myntra,717.72,credit,426702,2025-01-26
Yes Bank: credit of ₹2902.91 to Myntra. Ref No 408138 on 2025-01-18,Yes Bank,Myntra,2902.91,credit,408138,2025-01-18
Punjab National Bank: A/C debit ₹2001.83 via UPI to Myntra. Reference 744850,Punjab National Bank,Myntra,2001.83,debit,744850,2025-01-09
HDFC Bank Bank: Credit of ₹9571.48. Transaction with Google Play Store. Ref: 175728,HDFC Bank,Google Play Store,9571.48,credit,175728,2025-01-31
Punjab National Bank: A/C credit ₹4965.45 via UPI to Uber. Reference 707804,Punjab National Bank,Uber,4965.45,credit,707804,2025-01-03
Axis Bank: debit of ₹1495.96 to BookMyShow. Ref No 143767 on 2025-01-18,Axis Bank,BookMyShow,1495.96,debit,143767,2025-01-18
ICICI Bank: A/C credit ₹2909.70 via UPI to Zomato. Reference 697379,ICICI Bank,Zomato,2909.7,credit,697379,2025-01-11
UPI Transaction: 4093.39 debit from Yes Bank to BookMyShow. Ref 287909,Yes Bank,BookMyShow,4093.39,debit,287909,2025-01-18
Family Bank: Credit of ₹6405.80. Transaction with Zomato. Ref: 745572,Family,Zomato,6405.8,credit,745572,2025-01-28
UPI Transaction: 5455.41 credit from Friend to Flipkart. Ref 559674,Friend,Flipkart,5455.41,credit,559674,2025-01-27
HDFC Bank: A/C credit ₹455.46 via UPI to BookMyShow. Reference 135160,HDFC Bank,BookMyShow,455.46,credit,135160,2025-01-10
HDFC Bank: A/C credit ₹5172.96 via UPI to Swiggy. Reference 179238,HDFC Bank,Swiggy,5172.96,credit,179238,2025-01-15
UPI Transaction: 4972.58 debit from ICICI Bank to Amazon. Ref 878772,ICICI Bank,Amazon,4972.58,debit,878772,2025-01-10
Friend: A/C credit ₹6945.44 via UPI to Amazon. Reference 173269,Friend,Amazon,6945.44,credit,173269,2025-01-19
Axis Bank Bank: Debit of ₹4070.78. Transaction with Paytm. Ref: 112412,Axis Bank,Paytm,4070.78,debit,112412,2025-01-12
Yes Bank: A/C debit ₹2784.38 via UPI to BigBasket. Reference 704829,Yes Bank,BigBasket,2784.38,debit,704829,2025-01-18
Yes Bank: debit of ₹3436.92 to PhonePe. Ref No 449380 on 2025-01-28,Yes Bank,PhonePe,3436.92,debit,449380,2025-01-28
HDFC Bank: debit of ₹2578.68 to Swiggy. Ref No 880431 on 2025-01-27,HDFC Bank,Swiggy,2578.68,debit,880431,2025-01-27
Punjab National Bank: debit of ₹468.15 to Paytm. Ref No 647360 on 2025-01-17,Punjab National Bank,Paytm,468.15,debit,647360,2025-01-17
UPI Transaction: 4241.24 credit from HDFC Bank to BookMyShow. Ref 382667,HDFC Bank,BookMyShow,4241.24,credit,382667,2025-01-20
UPI Transaction: 8216.61 credit from Family to PhonePe. Ref 433217,Family,PhonePe,8216.61,credit,433217,2025-01-26
SBI Bank: Debit of ₹4617.10. Transaction with Paytm. Ref: 286594,SBI,Paytm,4617.1,debit,286594,2025-01-30
Personal Bank: Debit of ₹1114.58. Transaction with Amazon. Ref: 793875,Personal,Amazon,1114.58,debit,793875,2025-01-08
Yes Bank: credit of ₹5817.50 to BookMyShow. Ref No 216688 on 2025-01-07,Yes Bank,BookMyShow,5817.5,credit,216688,2025-01-07
Axis Bank: credit of ₹7028.34 to Uber. Ref No 774050 on 2025-01-23,Axis Bank,Uber,7028.34,credit,774050,2025-01-23
UPI Transaction: 9163.16 credit from SBI to Ola. Ref 324535,SBI,Ola,9163.16,credit,324535,2025-01-12
Personal: credit of ₹2783.56 to Uber. Ref No 643510 on 2025-01-29,Personal,Uber,2783.56,credit,643510,2025-01-29
Yes Bank: A/C debit ₹2465.53 via UPi to BigBasket. Reference 187375,Yes Bank,BigBasket,2465.53,debit,187375,2025-01-27
UPI Transaction: 1343.42 credit from Family to BigBasket. Ref 905041,Family,BigBasket,1343.42,credit,905041,2025-01-29
Personal Bank: Debit of ₹1542.40. Transaction with Swiggy. Ref: 800185,Personal,Swiggy,1542.4,debit,800185,2025-01-11
UPI Transaction: 2386.42 debit from Personal to Amazon. Ref 186428,Personal,Amazon,2386.42,debit,186428,2025-02-02
Friend: credit of ₹1836.27 to Ola. Ref No 215468 on 2025-01-22,Friend,Ola,1836.27,credit,215468,2025-01-22
UPI Transaction: 4457.80 debit from Punjab National Bank to Ola. Ref 332476,Punjab National Bank,Ola,4457.8,debit,332476,2025-01-27
SBI: credit of ₹5182.24 to Swiggy. Ref No 679674 on 2025-01-09,SBI,Swiggy,5182.24,credit,679674,2025-01-09
ICICI Bank Bank: Credit of ₹8968.83. Transaction with Myntra. Ref: 430485,ICICI Bank,Myntra,8968.83,credit,430485,2025-01-18
SBI: A/C debit ₹314.15 via UPI to Myntra. Reference 909235,SBI,Myntra,314.15,debit,909235,2025-01-13
UPI Transaction: 270.00 debit from SBI to Netflix. Ref 202560,SBI,Netflix,270.0,debit,202560,2025-01-01
Axis Bank: debit of ₹4008.67 to Ola. Ref No 191146 on 2025-01-08,Axis Bank,Ola,4008.67,debit,191146,2025-01-08
SBI: debit of ₹1422.10 to Zomato. Ref No 177712 on 2025-02-02,SBI,Zomato,1422.1,debit,177712,2025-02-02
SBI: A/C debit ₹4309.53 via UPi to Zomato. Reference 800666,SBI,Zomato,4309.53,debit,800666,2025-01-21
Yes Bank: credit of ₹6072.72 to Flipkart. Ref No 138358 on 2025-01-19,Yes Bank,Flipkart,6072.72,credit,138358,2025-01-19
HDFC Bank Bank: Credit of ₹643.77. Transaction with Swiggy. Ref: 437408,HDFC Bank,Swiggy,643.77,credit,437408,2025-01-18
Family: A/C debit ₹4876.38 via UPi to Zomato. Reference 255253,Family,Zomato,4876.38,debit,255253,2025-01-10
HDFC Bank: debit of ₹2977.20 to Netflix. Ref No 203656 on 2025-01-18,HDFC Bank,Netflix,2977.2,debit,203656,2025-01-18
Family: A/C credit ₹1933.94 via UPI to BigBasket. Reference 590194,Family,BigBasket,1933.94,credit,590194,2025-01-21
UPI Transaction: 1469.57 debit from Family to Swiggy. Ref 677565,Family,Swiggy,1469.57,debit,677565,2025-01-18
Personal: debit of ₹4063.71 to Flipkart. Ref No 547756 on 2025-01-05,Personal,Flipkart,4063.71,debit,547756,2025-01-05
Axis Bank: credit of ₹4157.03 to BookMyShow. Ref No 670383 on 2025-01-27,Axis Bank,BookMyShow,4157.03,credit,670383,2025-01-27
Punjab National Bank: debit of ₹4467.29 to Flipkart. Ref No 568921 on 2025-01-21,Punjab National Bank,Flipkart,4467.29,debit,568921,2025-01-21
Friend Bank: Credit of ₹6132.78. Transaction with Flipkart. Ref: 153260,Friend,Flipkart,6132.78,credit,153260,2025-01-21
UPI Transaction: 6118.54 credit from HDFC Bank to BigBasket. Ref 706678,HDFC Bank,BigBasket,6118.54,credit,706678,2025-01-07
Punjab National Bank: debit of ₹1236.26 to Google Play Store. Ref No 359963 on 2025-01-01,Punjab National Bank,Google Play Store,1236.26,debit,359963,2025-01-01
UPI Transaction: 4961.13 credit from SBI to BookMyShow. Ref 920445,SBI,BookMyShow,4961.13,credit,920445,2025-01-31
Yes Bank: credit of ₹5038.07 to Myntra. Ref No 408023 on 2025-01-14,Yes Bank,Myntra,5038.07,credit,408023,2025-01-14
Friend: debit of ₹3815.92 to BookMyShow. Ref No 925178 on 2025-01-08,Friend,BookMyShow,3815.92,debit,925178,2025-01-08
UPI Transaction: 2499.50 debit from HDFC Bank to Myntra. Ref 146446,HDFC Bank,Myntra,2499.5,debit,146446,2025-01-23
HDFC Bank Bank: Credit of ₹7198.50. Transaction with BigBasket. Ref: 197901,HDFC Bank,BigBasket,7198.5,credit,197901,2025-01-14
Family: credit of ₹7692.53 to Zomato. Ref No 220410 on 2025-01-06,Family,Zomato,7692.53,credit,220410,2025-01-06
Axis Bank Bank: Debit of ₹3968.87. Transaction with Ola. Ref: 238859,Axis Bank,Ola,3968.87,debit,238859,2025-01-02
SBI Bank: Debit of ₹2204.97. Transaction with Ola. Ref: 707611,SBI,Ola,2204.97,debit,707611,2025-01-19
Kotak Mahindra Bank: credit of ₹2876.31 to Flipkart. Ref No 878648 on 2025-02-02,Kotak Mahindra Bank,Flipkart,2876.31,credit,878648,2025-02-02
Family: A/C credit ₹4603.96 via UPI to Google Play Store. Reference 986040,Family,Google Play Store,4603.96,credit,986040,2025-01-20
SBI: A/C debit ₹3624.96 via UPI to Netflix. Reference 858689,SBI,Netflix,3624.96,debit,858689,2025-01-17
Yes Bank: debit of ₹4125.54 to Netflix. Ref No 248798 on 2025-01-13,Yes Bank,Netflix,4125.54,debit,248798,2025-01-13
SBI Bank: Debit of ₹466.11. Transaction with PhonePe. Ref: 169519,SBI,PhonePe,466.11,debit,169519,2025-02-02
Family Bank: Debit of ₹3938.96. Transaction with Ola. Ref: 757162,Family,Ola,3938.96,debit,757162,2025-01-05
Family Bank: Credit of ₹2788.00. Transaction with Myntra. Ref: 401379,Family,Myntra,2788.0,credit,401379,2025-01-07
Personal: A/C debit ₹1049.18 via UPI to Uber. Reference 909270,Personal,Uber,1049.18,debit,909270,2025-02-01
HDFC Bank: A/C debit ₹1250.23 via UPI to Ola. Reference 873910,HDFC Bank,Ola,1250.23,debit,873910,2025-01-03
Family: A/C debit ₹4304.63 via UPI to Flipkart. Reference 729882,Family,Flipkart,4304.63,debit,729882,2025-01-01
Yes Bank: credit of ₹770.46 to BookMyShow. Ref No 582386 on 2025-01-09,Yes Bank,BookMyShow,770.46,credit,582386,2025-01-09
HDFC Bank Bank: Credit of ₹2125.53. Transaction with Google Play Store. Ref: 275064,HDFC Bank,Google Play Store,2125.53,credit,275064,2025-01-02
Personal: A/C debit ₹37.25 via UPI to BigBasket. Reference 497442,Personal,BigBasket,37.25,debit,497442,2025-01-07
SBI: credit of ₹8219.95 to PhonePe. Ref No 847671 on 2025-01-08,SBI,PhonePe,8219.95,credit,847671,2025-01-08
Friend: A/C credit ₹1918.04 via UPI to Zomato. Reference 562858,Friend,Zomato,1918.04,credit,562858,2025-01-29
Axis Bank Bank: Credit of ₹7180.58. Transaction with Swiggy. Ref: 944477,Axis Bank,Swiggy,7180.58,credit,944477,2025-01-02
Personal: A/C credit ₹8982.27 via UPI to BookMyShow. Reference 817725,Personal,BookMyShow,8982.27,credit,817725,2025-01-26
UPI Transaction: 393.62 credit from Family to BookMyShow. Ref 452526,Family,BookMyShow,393.62,credit,452526,2025-01-08
Punjab National Bank: debit of ₹1827.98 to BigBasket. Ref No 711927 on 2025-01-15,Punjab National Bank,BigBasket,1827.98,debit,711927,2025-01-15
Axis Bank: debit of ₹4157.09 to Swiggy. Ref No 703764 on 2025-01-06,Axis Bank,Swiggy,4157.09,debit,703764,2025-01-06
UPI Transaction: 821.08 debit from Personal to BookMyShow. Ref 178358,Personal,BookMyShow,821.08,debit,178358,2025-01-17
Kotak Mahindra Bank: A/C credit ₹6152.73 via UPI to Flipkart. Reference 967196,Kotak Mahindra Bank,Flipkart,6152.73,credit,967196,2025-01-18
Personal: A/C debit ₹436.91 via UPI to Myntra. Reference 705062,Personal,Myntra,436.91,debit,705062,2025-01-06
Punjab National Bank Bank: Credit of ₹253.93. Transaction with Swiggy. Ref: 802127,Punjab National Bank,Swiggy,253.93,credit,802127,2025-01-17
Axis Bank: A/C credit ₹1317.16 via UPI to Netflix. Reference 246878,Axis Bank,Netflix,1317.16,credit,246878,2025-01-19
SBI: A/C credit ₹5980.33 via UPi to Ola. Reference 159367,SBI,Ola,5980.33,credit,159367,2025-01-30
Family: debit of ₹4478.39 to Ola. Ref No 130321 on 2025-01-25,Family,Ola,4478.39,debit,130321,2025-01-25
UPI Transaction: 4973.53 credit from ICICI Bank to Netflix. Ref 665345,ICICI Bank,Netflix,4973.53,credit,665345,2025-01-30
ICICI Bank: credit of ₹460.58 to Paytm. Ref No 423285 on 2025-01-26,ICICI Bank,Paytm,460.58,credit,423285,2025-01-26
SBI: debit of ₹3885.51 to BookMyShow. Ref No 942797 on 2025-01-27,SBI,BookMyShow,3885.51,debit,942797,2025-01-27
UPI Transaction: 1415.01 credit from ICICI Bank to Zomato. Ref 828533,ICICI Bank,Zomato,1415.01,credit,828533,2025-01-30
Family Bank: Debit of ₹1594.58. Transaction with Zomato. Ref: 112134,Family,Zomato,1594.58,debit,112134,2025-01-15
Personal: debit of ₹3313.86 to Ola. Ref No 706788 on 2025-02-02,Personal,Ola,3313.86,debit,706788,2025-02-02
Personal Bank: Credit of ₹7301.19. Transaction with Netflix. Ref: 250358,Personal,Netflix,7301.19,credit,250358,2025-01-07
Friend: A/C debit ₹3324.67 via UPI to Zomato. Reference 582723,Friend,Zomato,3324.67,debit,582723,2025-01-07
Punjab National Bank Bank: Credit of ₹8218.95. Transaction with Zomato. Ref: 624806,Punjab National Bank,Zomato,8218.95,credit,624806,2025-01-02
Axis Bank Bank: Debit of ₹1977.94. Transaction with Uber. Ref: 824399,Axis Bank,Uber,1977.94,debit,824399,2025-01-29
SBI: A/C credit ₹8139.41 via UPI to Myntra. Reference 542605,SBI,Myntra,8139.41,credit,542605,2025-01-18
Punjab National Bank: A/C debit ₹4733.78 via UPI to Amazon. Reference 492147,Punjab National Bank,Amazon,4733.78,debit,492147,2025-01-23
Friend: credit of ₹6694.28 to Flipkart. Ref No 634438 on 2025-01-25,Friend,Flipkart,6694.28,credit,634438,2025-01-25
Family: A/C debit ₹3614.49 via UPI to Swiggy. Reference 144761,Family,Swiggy,3614.49,debit,144761,2025-01-04
HDFC Bank Bank: Debit of ₹4350.01. Transaction with PhonePe. Ref: 541622,HDFC Bank,PhonePe,4350.01,debit,541622,2025-01-01
ICICI Bank Bank: Credit of ₹8522.72. Transaction with Flipkart. Ref: 258917,ICICI Bank,Flipkart,8522.72,credit,258917,2025-01-25
